order_item_id,order_id,sku_id,quantity
ORI0008984,ORD002807,SKU01160,3
ORI0008985,ORD002807,SKU01158,5
ORI0008986,ORD002807,SKU01177,1
ORI0008987,ORD002808,SKU01128,4
ORI0008988,ORD002808,SKU01124,2
ORI0008989,ORD002808,SKU01195,2
ORI0008990,ORD002809,SKU01200,2
ORI0008991,ORD002809,SKU01136,2
ORI0008992,ORD002809,SKU01152,4
ORI0008993,ORD002810,SKU01146,3
ORI0008994,ORD002810,SKU01145,3
ORI0008995,ORD002811,SKU01063,5
ORI0008996,ORD002811,SKU01014,1
ORI0008997,ORD002812,SKU01200,4
ORI0008998,ORD002812,SKU01158,3
ORI0008999,ORD002812,SKU01153,4
ORI0009000,ORD002812,SKU01136,3
ORI0009001,ORD002813,SKU01200,4
ORI0009002,ORD002813,SKU01003,2
ORI0009003,ORD002813,SKU01104,1
ORI0009004,ORD002814,SKU01168,3
ORI0009005,ORD002814,SKU01009,1
ORI0009006,ORD002815,SKU01119,2
ORI0009007,ORD002815,SKU01129,2
ORI0009008,ORD002815,SKU01110,3
ORI0009009,ORD002815,SKU01197,5
ORI0009010,ORD002816,SKU01200,3
ORI0009011,ORD002816,SKU01012,2
ORI0009012,ORD002817,SKU01038,2
ORI0009013,ORD002817,SKU01003,1
ORI0009014,ORD002817,SKU01036,1
ORI0009015,ORD002818,SKU01130,2
ORI0009016,ORD002818,SKU01046,4
ORI0009017,ORD002819,SKU01173,2
ORI0009018,ORD002819,SKU01158,3
ORI0009019,ORD002819,SKU01152,5
ORI0009020,ORD002820,SKU01200,5
ORI0009021,ORD002820,SKU01145,4
ORI0009022,ORD002821,SKU01175,1
ORI0009023,ORD002821,SKU01119,2
ORI0009024,ORD002821,SKU01117,4
ORI0009025,ORD002821,SKU01123,2
ORI0009026,ORD002821,SKU01152,3
ORI0009027,ORD002822,SKU01091,2
ORI0009028,ORD002822,SKU01096,3
ORI0009029,ORD002822,SKU01189,3
ORI0009030,ORD002823,SKU01141,5
ORI0009031,ORD002823,SKU01136,4
ORI0009032,ORD002824,SKU01141,5
ORI0009033,ORD002824,SKU01148,4
ORI0009034,ORD002824,SKU01140,5
ORI0009035,ORD002825,SKU01193,1
ORI0009036,ORD002825,SKU01103,3
ORI0009037,ORD002825,SKU01151,1
ORI0009038,ORD002825,SKU01150,4
ORI0009039,ORD002826,SKU01049,2
ORI0009040,ORD002826,SKU01128,3
ORI0009041,ORD002826,SKU01110,1
ORI0009042,ORD002827,SKU01095,3
ORI0009043,ORD002827,SKU01123,3
ORI0009044,ORD002827,SKU01041,1
ORI0009045,ORD002827,SKU01113,4
ORI0009046,ORD002828,SKU01175,2
ORI0009047,ORD002828,SKU01049,5
ORI0009048,ORD002828,SKU01047,1
ORI0009049,ORD002829,SKU01142,2
ORI0009050,ORD002829,SKU01156,4
ORI0009051,ORD002830,SKU01173,1
ORI0009052,ORD002830,SKU01046,3
ORI0009053,ORD002830,SKU01066,3
ORI0009054,ORD002830,SKU01196,5
ORI0009055,ORD002831,SKU01141,3
ORI0009056,ORD002831,SKU01152,2
ORI0009057,ORD002831,SKU01146,5
ORI0009058,ORD002831,SKU01145,5
ORI0009059,ORD002832,SKU01199,2
ORI0009060,ORD002832,SKU01143,4
ORI0009061,ORD002832,SKU01087,2
ORI0009062,ORD002832,SKU01152,5
ORI0009063,ORD002833,SKU01122,4
ORI0009064,ORD002833,SKU01131,3
ORI0009065,ORD002833,SKU01196,4
ORI0009066,ORD002834,SKU01038,1
ORI0009067,ORD002834,SKU01117,4
ORI0009068,ORD002834,SKU01096,3
ORI0009069,ORD002834,SKU01083,1
ORI0009070,ORD002834,SKU01103,3
ORI0009071,ORD002835,SKU01049,5
ORI0009072,ORD002835,SKU01046,5
ORI0009073,ORD002835,SKU01173,1
ORI0009074,ORD002835,SKU01073,3
ORI0009075,ORD002835,SKU01062,3
ORI0009076,ORD002836,SKU01091,2
ORI0009077,ORD002836,SKU01054,4
ORI0009078,ORD002836,SKU01150,2
ORI0009079,ORD002837,SKU01012,2
ORI0009080,ORD002837,SKU01166,3
ORI0009081,ORD002837,SKU01036,1
ORI0009082,ORD002837,SKU01145,2
ORI0009083,ORD002838,SKU01148,2
ORI0009084,ORD002838,SKU01035,1
ORI0009085,ORD002838,SKU01030,1
ORI0009086,ORD002838,SKU01022,3
ORI0009087,ORD002839,SKU01050,3
ORI0009088,ORD002839,SKU01140,4
ORI0009089,ORD002839,SKU01150,5
ORI0009090,ORD002839,SKU01148,4
ORI0009091,ORD002839,SKU01151,2
ORI0009092,ORD002840,SKU01166,2
ORI0009093,ORD002840,SKU01018,2
ORI0009094,ORD002840,SKU01152,4
ORI0009095,ORD002840,SKU01062,2
ORI0009096,ORD002841,SKU01046,3
ORI0009097,ORD002841,SKU01050,3
ORI0009098,ORD002841,SKU01178,3
ORI0009099,ORD002842,SKU01173,1
ORI0009100,ORD002842,SKU01040,2
ORI0009101,ORD002842,SKU01041,2
ORI0009102,ORD002843,SKU01185,2
ORI0009103,ORD002843,SKU01184,3
ORI0009104,ORD002843,SKU01060,2
ORI0009105,ORD002844,SKU01131,3
ORI0009106,ORD002844,SKU01023,1
ORI0009107,ORD002844,SKU01113,4
ORI0009108,ORD002844,SKU01136,2
ORI0009109,ORD002844,SKU01130,3
ORI0009110,ORD002845,SKU01046,2
ORI0009111,ORD002845,SKU01027,1
ORI0009112,ORD002845,SKU01022,2
ORI0009113,ORD002846,SKU01116,5
ORI0009114,ORD002846,SKU01112,4
ORI0009115,ORD002846,SKU01197,2
ORI0009116,ORD002846,SKU01195,1
ORI0009117,ORD002847,SKU01200,4
ORI0009118,ORD002847,SKU01035,3
ORI0009119,ORD002847,SKU01152,2
ORI0009120,ORD002848,SKU01112,3
ORI0009121,ORD002848,SKU01124,2
ORI0009122,ORD002849,SKU01082,3
ORI0009123,ORD002849,SKU01188,1
ORI0009124,ORD002850,SKU01012,3
ORI0009125,ORD002850,SKU01037,1
ORI0009126,ORD002851,SKU01188,1
ORI0009127,ORD002851,SKU01079,3
ORI0009128,ORD002851,SKU01099,1
ORI0009129,ORD002851,SKU01152,4
ORI0009130,ORD002852,SKU01175,1
ORI0009131,ORD002852,SKU01044,1
ORI0009132,ORD002852,SKU01181,4
ORI0009133,ORD002852,SKU01017,3
ORI0009134,ORD002853,SKU01192,2
ORI0009135,ORD002853,SKU01096,2
ORI0009136,ORD002854,SKU01136,2
ORI0009137,ORD002854,SKU01150,3
ORI0009138,ORD002855,SKU01193,1
ORI0009139,ORD002855,SKU01129,4
ORI0009140,ORD002856,SKU01082,1
ORI0009141,ORD002856,SKU01199,2
ORI0009142,ORD002856,SKU01100,1
ORI0009143,ORD002856,SKU01105,3
ORI0009144,ORD002857,SKU01052,3
ORI0009145,ORD002857,SKU01188,2
ORI0009146,ORD002857,SKU01082,1
ORI0009147,ORD002858,SKU01141,5
ORI0009148,ORD002858,SKU01153,5
ORI0009149,ORD002858,SKU01181,2
ORI0009150,ORD002858,SKU01074,3
ORI0009151,ORD002859,SKU01199,4
ORI0009152,ORD002859,SKU01046,3
ORI0009153,ORD002859,SKU01067,3
ORI0009154,ORD002860,SKU01156,3
ORI0009155,ORD002860,SKU01117,5
ORI0009156,ORD002860,SKU01153,5
ORI0009157,ORD002861,SKU01118,4
ORI0009158,ORD002861,SKU01128,2
ORI0009159,ORD002861,SKU01037,1
ORI0009160,ORD002861,SKU01153,3
ORI0009161,ORD002861,SKU01064,3
ORI0009162,ORD002862,SKU01160,3
ORI0009163,ORD002862,SKU01163,2
ORI0009164,ORD002862,SKU01073,1
ORI0009165,ORD002863,SKU01084,1
ORI0009166,ORD002863,SKU01174,2
ORI0009167,ORD002863,SKU01086,3
ORI0009168,ORD002864,SKU01142,3
ORI0009169,ORD002864,SKU01200,3
ORI0009170,ORD002864,SKU01153,4
ORI0009171,ORD002865,SKU01046,5
ORI0009172,ORD002865,SKU01076,3
ORI0009173,ORD002865,SKU01145,3
ORI0009174,ORD002866,SKU01185,2
ORI0009175,ORD002866,SKU01066,4
ORI0009176,ORD002866,SKU01113,3
ORI0009177,ORD002867,SKU01182,3
ORI0009178,ORD002867,SKU01069,1
ORI0009179,ORD002867,SKU01054,2
ORI0009180,ORD002868,SKU01128,2
ORI0009181,ORD002868,SKU01117,5
ORI0009182,ORD002868,SKU01123,5
ORI0009183,ORD002868,SKU01129,4
ORI0009184,ORD002868,SKU01110,1
ORI0009185,ORD002869,SKU01156,5
ORI0009186,ORD002869,SKU01143,3
ORI0009187,ORD002869,SKU01151,2
ORI0009188,ORD002870,SKU01118,4
ORI0009189,ORD002870,SKU01043,1
ORI0009190,ORD002870,SKU01120,4
ORI0009191,ORD002870,SKU01124,4
ORI0009192,ORD002871,SKU01082,1
ORI0009193,ORD002871,SKU01083,3
ORI0009194,ORD002871,SKU01143,2
ORI0009195,ORD002872,SKU01014,2
ORI0009196,ORD002872,SKU01085,2
ORI0009197,ORD002872,SKU01091,2
ORI0009198,ORD002872,SKU01088,2
ORI0009199,ORD002872,SKU01153,2
ORI0009200,ORD002873,SKU01067,2
ORI0009201,ORD002873,SKU01174,2
ORI0009202,ORD002873,SKU01073,1
ORI0009203,ORD002873,SKU01060,5
ORI0009204,ORD002874,SKU01182,5
ORI0009205,ORD002874,SKU01179,2
ORI0009206,ORD002874,SKU01049,3
ORI0009207,ORD002874,SKU01066,3
ORI0009208,ORD002875,SKU01042,3
ORI0009209,ORD002875,SKU01074,3
ORI0009210,ORD002875,SKU01177,1
ORI0009211,ORD002875,SKU01067,4
ORI0009212,ORD002876,SKU01106,1
ORI0009213,ORD002876,SKU01066,2
ORI0009214,ORD002877,SKU01166,1
ORI0009215,ORD002877,SKU01036,1
ORI0009216,ORD002877,SKU01105,1
ORI0009217,ORD002878,SKU01190,1
ORI0009218,ORD002878,SKU01193,2
ORI0009219,ORD002879,SKU01200,4
ORI0009220,ORD002879,SKU01146,4
ORI0009221,ORD002880,SKU01164,2
ORI0009222,ORD002880,SKU01028,1
ORI0009223,ORD002880,SKU01039,2
ORI0009224,ORD002881,SKU01160,1
ORI0009225,ORD002881,SKU01026,3
ORI0009226,ORD002881,SKU01169,1
ORI0009227,ORD002882,SKU01030,2
ORI0009228,ORD002882,SKU01124,3
ORI0009229,ORD002882,SKU01123,3
ORI0009230,ORD002883,SKU01038,1
ORI0009231,ORD002883,SKU01169,2
ORI0009232,ORD002883,SKU01037,1
ORI0009233,ORD002884,SKU01088,2
ORI0009234,ORD002884,SKU01083,1
ORI0009235,ORD002884,SKU01079,1
ORI0009236,ORD002885,SKU01038,2
ORI0009237,ORD002885,SKU01005,2
ORI0009238,ORD002885,SKU01022,2
ORI0009239,ORD002886,SKU01152,3
ORI0009240,ORD002886,SKU01131,3
ORI0009241,ORD002886,SKU01113,4
ORI0009242,ORD002887,SKU01200,5
ORI0009243,ORD002887,SKU01129,5
ORI0009244,ORD002888,SKU01164,3
ORI0009245,ORD002888,SKU01161,3
ORI0009246,ORD002888,SKU01141,5
ORI0009247,ORD002889,SKU01180,2
ORI0009248,ORD002889,SKU01130,3
ORI0009249,ORD002889,SKU01123,3
ORI0009250,ORD002890,SKU01142,1
ORI0009251,ORD002890,SKU01150,4
ORI0009252,ORD002890,SKU01146,4
ORI0009253,ORD002890,SKU01158,4
ORI0009254,ORD002890,SKU01152,5
ORI0009255,ORD002891,SKU01200,5
ORI0009256,ORD002891,SKU01199,4
ORI0009257,ORD002891,SKU01143,2
ORI0009258,ORD002891,SKU01040,1
ORI0009259,ORD002891,SKU01148,2
ORI0009260,ORD002892,SKU01103,3
ORI0009261,ORD002892,SKU01174,1
ORI0009262,ORD002893,SKU01141,4
ORI0009263,ORD002893,SKU01143,4
ORI0009264,ORD002894,SKU01084,1
ORI0009265,ORD002894,SKU01092,2
ORI0009266,ORD002894,SKU01109,1
ORI0009267,ORD002895,SKU01141,2
ORI0009268,ORD002895,SKU01148,4
ORI0009269,ORD002895,SKU01150,3
ORI0009270,ORD002896,SKU01130,4
ORI0009271,ORD002896,SKU01128,4
ORI0009272,ORD002896,SKU01117,4
ORI0009273,ORD002896,SKU01196,2
ORI0009274,ORD002897,SKU01184,2
ORI0009275,ORD002897,SKU01129,5
ORI0009276,ORD002898,SKU01200,2
ORI0009277,ORD002898,SKU01185,2
ORI0009278,ORD002898,SKU01155,2
ORI0009279,ORD002898,SKU01141,3
ORI0009280,ORD002898,SKU01158,2
ORI0009281,ORD002899,SKU01091,3
ORI0009282,ORD002899,SKU01107,2
ORI0009283,ORD002899,SKU01080,2
ORI0009284,ORD002899,SKU01108,3
ORI0009285,ORD002900,SKU01142,2
ORI0009286,ORD002900,SKU01040,2
ORI0009287,ORD002900,SKU01110,1
ORI0009288,ORD002900,SKU01195,3
ORI0009289,ORD002901,SKU01117,5
ORI0009290,ORD002901,SKU01043,1
ORI0009291,ORD002901,SKU01195,3
ORI0009292,ORD002902,SKU01188,1
ORI0009293,ORD002902,SKU01079,1
ORI0009294,ORD002902,SKU01091,2
ORI0009295,ORD002902,SKU01130,5
ORI0009296,ORD002903,SKU01142,3
ORI0009297,ORD002903,SKU01038,2
ORI0009298,ORD002903,SKU01163,3
ORI0009299,ORD002903,SKU01006,2
ORI0009300,ORD002903,SKU01151,3
ORI0009301,ORD002904,SKU01164,1
ORI0009302,ORD002904,SKU01148,2
ORI0009303,ORD002905,SKU01116,3
ORI0009304,ORD002905,SKU01128,4
ORI0009305,ORD002905,SKU01197,5
ORI0009306,ORD002906,SKU01005,2
ORI0009307,ORD002906,SKU01030,2
ORI0009308,ORD002906,SKU01169,1
ORI0009309,ORD002907,SKU01049,4
ORI0009310,ORD002907,SKU01040,3
ORI0009311,ORD002907,SKU01178,1
ORI0009312,ORD002907,SKU01152,5
ORI0009313,ORD002908,SKU01116,3
ORI0009314,ORD002908,SKU01017,3
ORI0009315,ORD002909,SKU01052,4
ORI0009316,ORD002909,SKU01173,1
ORI0009317,ORD002909,SKU01060,5
ORI0009318,ORD002910,SKU01180,2
ORI0009319,ORD002910,SKU01055,2
ORI0009320,ORD002910,SKU01046,2
ORI0009321,ORD002911,SKU01182,3
ORI0009322,ORD002911,SKU01136,2
ORI0009323,ORD002911,SKU01153,2
ORI0009324,ORD002911,SKU01141,4
ORI0009325,ORD002912,SKU01185,5
ORI0009326,ORD002912,SKU01045,2
ORI0009327,ORD002913,SKU01175,1
ORI0009328,ORD002913,SKU01058,4
ORI0009329,ORD002913,SKU01050,4
ORI0009330,ORD002913,SKU01180,4
ORI0009331,ORD002914,SKU01173,2
ORI0009332,ORD002914,SKU01046,3
ORI0009333,ORD002914,SKU01200,5
ORI0009334,ORD002914,SKU01180,3
ORI0009335,ORD002915,SKU01148,3
ORI0009336,ORD002915,SKU01047,1
ORI0009337,ORD002915,SKU01150,4
ORI0009338,ORD002915,SKU01152,4
ORI0009339,ORD002916,SKU01142,2
ORI0009340,ORD002916,SKU01200,3
ORI0009341,ORD002916,SKU01145,2
ORI0009342,ORD002917,SKU01188,3
ORI0009343,ORD002917,SKU01092,3
ORI0009344,ORD002917,SKU01189,3
ORI0009345,ORD002918,SKU01175,2
ORI0009346,ORD002918,SKU01069,3
ORI0009347,ORD002918,SKU01073,3
ORI0009348,ORD002919,SKU01116,5
ORI0009349,ORD002919,SKU01110,2
ORI0009350,ORD002919,SKU01123,2
ORI0009351,ORD002919,SKU01196,2
ORI0009352,ORD002920,SKU01131,5
ORI0009353,ORD002920,SKU01185,4
ORI0009354,ORD002920,SKU01124,4
ORI0009355,ORD002920,SKU01126,3
ORI0009356,ORD002921,SKU01200,4
ORI0009357,ORD002921,SKU01116,4
ORI0009358,ORD002922,SKU01112,4
ORI0009359,ORD002922,SKU01123,4
ORI0009360,ORD002922,SKU01196,4
ORI0009361,ORD002923,SKU01146,3
ORI0009362,ORD002923,SKU01030,1
ORI0009363,ORD002923,SKU01041,3
ORI0009364,ORD002924,SKU01190,1
ORI0009365,ORD002924,SKU01091,3
ORI0009366,ORD002924,SKU01189,2
ORI0009367,ORD002925,SKU01052,4
ORI0009368,ORD002925,SKU01105,1
ORI0009369,ORD002926,SKU01185,4
ORI0009370,ORD002926,SKU01063,4
ORI0009371,ORD002926,SKU01069,1
ORI0009372,ORD002927,SKU01118,2
ORI0009373,ORD002927,SKU01116,5
ORI0009374,ORD002928,SKU01142,3
ORI0009375,ORD002928,SKU01146,4
ORI0009376,ORD002928,SKU01145,4
ORI0009377,ORD002929,SKU01122,4
ORI0009378,ORD002929,SKU01129,3
ORI0009379,ORD002929,SKU01195,2
ORI0009380,ORD002930,SKU01160,3
ORI0009381,ORD002930,SKU01008,1
ORI0009382,ORD002930,SKU01046,5
ORI0009383,ORD002931,SKU01174,2
ORI0009384,ORD002931,SKU01043,1
ORI0009385,ORD002931,SKU01178,2
ORI0009386,ORD002932,SKU01119,2
ORI0009387,ORD002932,SKU01127,2
ORI0009388,ORD002932,SKU01112,4
ORI0009389,ORD002933,SKU01136,4
ORI0009390,ORD002933,SKU01002,3
ORI0009391,ORD002933,SKU01153,4
ORI0009392,ORD002934,SKU01156,5
ORI0009393,ORD002934,SKU01096,2
ORI0009394,ORD002934,SKU01199,5
ORI0009395,ORD002935,SKU01055,3
ORI0009396,ORD002935,SKU01083,3
ORI0009397,ORD002935,SKU01103,1
ORI0009398,ORD002935,SKU01189,3
ORI0009399,ORD002936,SKU01131,3
ORI0009400,ORD002936,SKU01116,2
ORI0009401,ORD002937,SKU01079,3
ORI0009402,ORD002937,SKU01105,2
ORI0009403,ORD002937,SKU01096,3
ORI0009404,ORD002937,SKU01194,3
ORI0009405,ORD002937,SKU01036,2
ORI0009406,ORD002938,SKU01192,2
ORI0009407,ORD002938,SKU01096,1
ORI0009408,ORD002938,SKU01086,1
ORI0009409,ORD002939,SKU01142,1
ORI0009410,ORD002939,SKU01143,3
ORI0009411,ORD002939,SKU01150,5
ORI0009412,ORD002939,SKU01152,5
ORI0009413,ORD002940,SKU01049,3
ORI0009414,ORD002940,SKU01185,5
ORI0009415,ORD002940,SKU01044,3
ORI0009416,ORD002940,SKU01067,4
ORI0009417,ORD002940,SKU01189,3
ORI0009418,ORD002941,SKU01023,1
ORI0009419,ORD002941,SKU01001,3
ORI0009420,ORD002941,SKU01168,3
ORI0009421,ORD002941,SKU01160,2
ORI0009422,ORD002941,SKU01012,2
ORI0009423,ORD002942,SKU01185,5
ORI0009424,ORD002942,SKU01067,4
ORI0009425,ORD002942,SKU01043,1
ORI0009426,ORD002942,SKU01177,2
ORI0009427,ORD002942,SKU01181,4
ORI0009428,ORD002943,SKU01110,3
ORI0009429,ORD002943,SKU01017,3
ORI0009430,ORD002944,SKU01200,4
ORI0009431,ORD002944,SKU01148,2
ORI0009432,ORD002944,SKU01110,1
ORI0009433,ORD002944,SKU01152,2
ORI0009434,ORD002945,SKU01164,2
ORI0009435,ORD002945,SKU01038,2
ORI0009436,ORD002945,SKU01037,3
ORI0009437,ORD002946,SKU01200,2
ORI0009438,ORD002946,SKU01150,4
ORI0009439,ORD002947,SKU01049,4
ORI0009440,ORD002947,SKU01103,3
ORI0009441,ORD002947,SKU01091,2
ORI0009442,ORD002948,SKU01063,3
ORI0009443,ORD002948,SKU01041,1
ORI0009444,ORD002948,SKU01066,4
ORI0009445,ORD002949,SKU01182,5
ORI0009446,ORD002949,SKU01050,3
ORI0009447,ORD002949,SKU01078,1
ORI0009448,ORD002950,SKU01041,3
ORI0009449,ORD002950,SKU01117,5
ORI0009450,ORD002950,SKU01178,2
ORI0009451,ORD002950,SKU01060,4
ORI0009452,ORD002951,SKU01166,3
ORI0009453,ORD002951,SKU01168,2
ORI0009454,ORD002951,SKU01025,3
ORI0009455,ORD002952,SKU01188,1
ORI0009456,ORD002952,SKU01063,5
ORI0009457,ORD002952,SKU01098,1
ORI0009458,ORD002952,SKU01040,3
ORI0009459,ORD002952,SKU01103,3
ORI0009460,ORD002953,SKU01123,2
ORI0009461,ORD002953,SKU01196,3
ORI0009462,ORD002954,SKU01101,3
ORI0009463,ORD002954,SKU01105,1
ORI0009464,ORD002954,SKU01189,2
ORI0009465,ORD002955,SKU01103,2
ORI0009466,ORD002955,SKU01062,1
ORI0009467,ORD002956,SKU01049,5
ORI0009468,ORD002956,SKU01116,3
ORI0009469,ORD002956,SKU01073,1
ORI0009470,ORD002956,SKU01133,1
ORI0009471,ORD002957,SKU01060,2
ORI0009472,ORD002957,SKU01049,3
ORI0009473,ORD002957,SKU01046,3
ORI0009474,ORD002957,SKU01066,2
ORI0009475,ORD002958,SKU01166,2
ORI0009476,ORD002958,SKU01036,1
ORI0009477,ORD002958,SKU01019,1
ORI0009478,ORD002959,SKU01188,2
ORI0009479,ORD002959,SKU01079,3
ORI0009480,ORD002959,SKU01105,1
ORI0009481,ORD002959,SKU01189,2
ORI0009482,ORD002960,SKU01200,4
ORI0009483,ORD002960,SKU01158,2
ORI0009484,ORD002961,SKU01082,3
ORI0009485,ORD002961,SKU01044,2
ORI0009486,ORD002962,SKU01130,5
ORI0009487,ORD002962,SKU01124,2
ORI0009488,ORD002962,SKU01105,3
ORI0009489,ORD002963,SKU01057,4
ORI0009490,ORD002963,SKU01198,2
ORI0009491,ORD002963,SKU01117,5
ORI0009492,ORD002963,SKU01095,2
ORI0009493,ORD002963,SKU01195,2
ORI0009494,ORD002964,SKU01174,2
ORI0009495,ORD002964,SKU01081,2
ORI0009496,ORD002964,SKU01076,3
ORI0009497,ORD002964,SKU01181,5
ORI0009498,ORD002964,SKU01062,2
ORI0009499,ORD002965,SKU01034,2
ORI0009500,ORD002965,SKU01030,3
ORI0009501,ORD002965,SKU01017,3
ORI0009502,ORD002966,SKU01119,2
ORI0009503,ORD002966,SKU01117,5
ORI0009504,ORD002966,SKU01111,1
ORI0009505,ORD002967,SKU01173,3
ORI0009506,ORD002967,SKU01174,3
ORI0009507,ORD002967,SKU01073,3
ORI0009508,ORD002968,SKU01063,2
ORI0009509,ORD002968,SKU01069,1
ORI0009510,ORD002969,SKU01182,4
ORI0009511,ORD002969,SKU01040,2
ORI0009512,ORD002970,SKU01131,5
ORI0009513,ORD002970,SKU01112,5
ORI0009514,ORD002970,SKU01195,2
ORI0009515,ORD002971,SKU01005,3
ORI0009516,ORD002971,SKU01014,3
ORI0009517,ORD002971,SKU01023,2
ORI0009518,ORD002972,SKU01091,2
ORI0009519,ORD002972,SKU01158,4
ORI0009520,ORD002972,SKU01174,2
ORI0009521,ORD002973,SKU01119,4
ORI0009522,ORD002973,SKU01130,3
ORI0009523,ORD002973,SKU01112,5
ORI0009524,ORD002973,SKU01195,2
ORI0009525,ORD002974,SKU01185,3
ORI0009526,ORD002974,SKU01092,2
ORI0009527,ORD002974,SKU01096,2
ORI0009528,ORD002974,SKU01089,2
ORI0009529,ORD002974,SKU01103,3
ORI0009530,ORD002975,SKU01079,3
ORI0009531,ORD002975,SKU01080,1
ORI0009532,ORD002975,SKU01105,3
ORI0009533,ORD002976,SKU01146,5
ORI0009534,ORD002976,SKU01153,5
ORI0009535,ORD002976,SKU01136,3
ORI0009536,ORD002977,SKU01079,3
ORI0009537,ORD002977,SKU01188,1
ORI0009538,ORD002977,SKU01190,1
ORI0009539,ORD002977,SKU01103,1
ORI0009540,ORD002977,SKU01080,1
ORI0009541,ORD002978,SKU01173,2
ORI0009542,ORD002978,SKU01038,2
ORI0009543,ORD002978,SKU01016,2
ORI0009544,ORD002978,SKU01019,1
ORI0009545,ORD002979,SKU01099,1
ORI0009546,ORD002979,SKU01080,2
ORI0009547,ORD002980,SKU01200,5
ORI0009548,ORD002980,SKU01143,2
ORI0009549,ORD002980,SKU01136,3
ORI0009550,ORD002980,SKU01153,4
ORI0009551,ORD002980,SKU01151,2
ORI0009552,ORD002981,SKU01182,4
ORI0009553,ORD002981,SKU01115,5
ORI0009554,ORD002981,SKU01195,3
ORI0009555,ORD002982,SKU01103,3
ORI0009556,ORD002982,SKU01067,5
ORI0009557,ORD002983,SKU01172,2
ORI0009558,ORD002983,SKU01036,1
ORI0009559,ORD002983,SKU01184,2
ORI0009560,ORD002984,SKU01130,4
ORI0009561,ORD002984,SKU01115,3
ORI0009562,ORD002984,SKU01066,5
ORI0009563,ORD002985,SKU01175,1
ORI0009564,ORD002985,SKU01151,2
ORI0009565,ORD002986,SKU01196,5
ORI0009566,ORD002986,SKU01001,1
ORI0009567,ORD002986,SKU01023,3
ORI0009568,ORD002986,SKU01195,1
ORI0009569,ORD002987,SKU01141,2
ORI0009570,ORD002987,SKU01153,3
ORI0009571,ORD002988,SKU01141,2
ORI0009572,ORD002988,SKU01174,3
ORI0009573,ORD002988,SKU01112,2
ORI0009574,ORD002989,SKU01188,2
ORI0009575,ORD002989,SKU01156,3
ORI0009576,ORD002989,SKU01157,3
ORI0009577,ORD002990,SKU01038,3
ORI0009578,ORD002990,SKU01013,2
ORI0009579,ORD002990,SKU01019,1
ORI0009580,ORD002991,SKU01142,1
ORI0009581,ORD002991,SKU01005,3
ORI0009582,ORD002991,SKU01151,2
ORI0009583,ORD002991,SKU01141,4
ORI0009584,ORD002992,SKU01084,3
ORI0009585,ORD002992,SKU01145,4
ORI0009586,ORD002993,SKU01046,4
ORI0009587,ORD002993,SKU01181,2
ORI0009588,ORD002994,SKU01117,3
ORI0009589,ORD002994,SKU01110,3
ORI0009590,ORD002994,SKU01145,2
ORI0009591,ORD002995,SKU01199,3
ORI0009592,ORD002995,SKU01148,4
ORI0009593,ORD002996,SKU01190,3
ORI0009594,ORD002996,SKU01079,1
ORI0009595,ORD002997,SKU01116,3
ORI0009596,ORD002997,SKU01128,5
ORI0009597,ORD002997,SKU01163,2
ORI0009598,ORD002997,SKU01130,4
ORI0009599,ORD002997,SKU01129,4
ORI0009600,ORD002998,SKU01091,1
ORI0009601,ORD002998,SKU01080,2
ORI0009602,ORD002999,SKU01190,2
ORI0009603,ORD002999,SKU01087,1
ORI0009604,ORD002999,SKU01189,2
ORI0009605,ORD003000,SKU01180,2
ORI0009606,ORD003000,SKU01046,3
ORI0009607,ORD003000,SKU01177,1
ORI0009608,ORD003001,SKU01083,3
ORI0009609,ORD003001,SKU01103,1
ORI0009610,ORD003001,SKU01148,5
ORI0009611,ORD003002,SKU01180,4
ORI0009612,ORD003002,SKU01131,5
ORI0009613,ORD003002,SKU01069,2
ORI0009614,ORD003003,SKU01069,1
ORI0009615,ORD003003,SKU01177,1
ORI0009616,ORD003003,SKU01181,5
ORI0009617,ORD003004,SKU01005,1
ORI0009618,ORD003004,SKU01069,3
ORI0009619,ORD003005,SKU01084,1
ORI0009620,ORD003005,SKU01188,2
ORI0009621,ORD003005,SKU01104,3
ORI0009622,ORD003006,SKU01018,3
ORI0009623,ORD003006,SKU01079,3
ORI0009624,ORD003007,SKU01084,2
ORI0009625,ORD003007,SKU01087,1
ORI0009626,ORD003007,SKU01079,1
ORI0009627,ORD003007,SKU01189,3
ORI0009628,ORD003008,SKU01141,2
ORI0009629,ORD003008,SKU01200,2
ORI0009630,ORD003008,SKU01089,2
ORI0009631,ORD003009,SKU01173,3
ORI0009632,ORD003009,SKU01178,2
ORI0009633,ORD003009,SKU01044,3
ORI0009634,ORD003009,SKU01181,4
ORI0009635,ORD003010,SKU01128,4
ORI0009636,ORD003010,SKU01124,3
ORI0009637,ORD003011,SKU01172,2
ORI0009638,ORD003011,SKU01036,3
ORI0009639,ORD003011,SKU01151,2
ORI0009640,ORD003011,SKU01160,2
ORI0009641,ORD003012,SKU01084,2
ORI0009642,ORD003012,SKU01090,2
ORI0009643,ORD003012,SKU01079,2
ORI0009644,ORD003012,SKU01096,3
ORI0009645,ORD003013,SKU01160,2
ORI0009646,ORD003013,SKU01174,3
ORI0009647,ORD003013,SKU01069,2
ORI0009648,ORD003014,SKU01161,2
